Time,Roll,Pitch,Yaw,ErrR,ErrP,ErrY,TrqX,TrqY,TrqZ,VelX,VelY,VelZ
1.346,-0.000,0.567,-0.403,45.002,2.777,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.350,-0.000,0.567,-0.403,45.002,2.774,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.354,-0.000,0.567,-0.403,45.002,2.771,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.358,-0.000,0.567,-0.403,45.002,2.768,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.363,-0.000,0.567,-0.403,45.002,2.765,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.367,-0.000,0.567,-0.403,45.002,2.762,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.371,-0.000,0.567,-0.403,45.002,2.759,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.375,-0.000,0.567,-0.403,45.002,2.756,23.088,-0.300,-0.084,-0.300,-498.862,-499.730,-498.862
1.379,-0.000,0.567,-0.403,45.002,2.753,23.088,-0.300,-0.084,-0.300,-498.862,-499.730,-498.862
1.383,-0.000,0.567,-0.403,45.002,2.750,23.088,-0.300,-0.084,-0.300,-498.862,-499.730,-498.862
1.387,-0.000,0.568,-0.403,45.002,2.747,23.088,-0.300,-0.084,-0.300,-498.862,-499.730,-498.862
1.392,-0.000,0.568,-0.403,45.002,2.744,23.088,-0.300,-0.084,-0.300,-498.862,-499.730,-498.862
1.396,-0.000,0.568,-0.403,45.002,2.741,23.088,-0.300,-0.083,-0.300,-498.862,-499.730,-498.862
1.400,-0.000,0.568,-0.403,45.002,2.738,23.088,-0.300,-0.083,-0.300,-498.862,-499.730,-498.862
1.404,-0.000,0.568,-0.403,45.002,2.735,23.088,-0.300,-0.083,-0.300,-498.862,-499.730,-498.862
1.408,-0.000,0.568,-0.403,45.002,2.732,23.088,-0.300,-0.083,-0.300,-498.862,-499.730,-498.862
1.413,-0.000,0.568,-0.403,45.002,2.729,23.088,-0.300,-0.083,-0.300,-498.862,-499.730,-498.862
1.417,-0.000,0.568,-0.403,45.002,2.727,23.088,-0.300,-0.083,-0.300,-498.862,-499.730,-498.862
1.421,-0.000,0.568,-0.403,45.002,2.724,23.088,-0.300,-0.083,-0.300,-498.862,-499.730,-498.862
1.425,-0.000,0.568,-0.403,45.002,2.721,23.088,-0.300,-0.083,-0.300,-498.862,-499.730,-498.862
1.429,-0.000,0.568,-0.403,45.002,2.718,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.433,-0.000,0.568,-0.403,45.002,2.716,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.438,-0.000,0.568,-0.403,45.002,2.713,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.442,-0.000,0.568,-0.403,45.002,2.710,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.446,-0.000,0.568,-0.403,45.002,2.707,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.450,-0.000,0.568,-0.403,45.002,2.705,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.454,-0.000,0.568,-0.403,45.002,2.702,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.458,-0.000,0.568,-0.403,45.002,2.699,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.462,-0.000,0.568,-0.403,45.002,2.697,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.467,-0.000,0.568,-0.403,45.002,2.694,23.088,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.471,-0.000,0.569,-0.403,45.002,2.692,23.089,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.475,-0.000,0.569,-0.403,45.002,2.689,23.089,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.479,-0.000,0.569,-0.403,45.002,2.687,23.089,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.483,-0.000,0.569,-0.403,45.002,2.684,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.488,-0.000,0.569,-0.403,45.002,2.681,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.492,-0.000,0.569,-0.403,45.002,2.679,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.496,-0.000,0.569,-0.403,45.002,2.677,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.500,-0.000,0.569,-0.403,45.002,2.674,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.504,-0.000,0.569,-0.403,45.002,2.672,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.508,-0.000,0.569,-0.403,45.002,2.669,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.512,-0.000,0.569,-0.403,45.002,2.667,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.517,-0.000,0.569,-0.403,45.002,2.664,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.521,-0.000,0.569,-0.403,45.002,2.662,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.525,-0.000,0.569,-0.403,45.002,2.660,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.529,-0.000,0.569,-0.403,45.002,2.657,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.533,-0.000,0.569,-0.403,45.002,2.655,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.538,-0.000,0.569,-0.403,45.002,2.653,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.542,-0.000,0.569,-0.403,45.002,2.650,23.089,-0.300,-0.083,-0.300,-498.862,-499.732,-498.862
1.546,-0.000,0.569,-0.403,45.002,2.648,23.089,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.550,-0.000,0.569,-0.403,45.002,2.646,23.089,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.554,-0.000,0.569,-0.403,45.002,2.643,23.089,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.558,-0.000,0.569,-0.403,45.002,2.641,23.089,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.562,-0.000,0.569,-0.403,45.002,2.639,23.089,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.567,-0.000,0.569,-0.403,45.002,2.637,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.571,-0.000,0.569,-0.403,45.002,2.635,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.575,-0.000,0.570,-0.403,45.002,2.632,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.579,-0.000,0.570,-0.403,45.002,2.630,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.583,-0.000,0.570,-0.403,45.002,2.628,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.587,-0.000,0.570,-0.403,45.002,2.626,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.592,-0.000,0.570,-0.403,45.002,2.624,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.596,-0.000,0.570,-0.403,45.002,2.622,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.600,-0.000,0.570,-0.403,45.002,2.620,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.604,-0.000,0.570,-0.403,45.002,2.617,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.608,-0.000,0.570,-0.403,45.002,2.615,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.613,-0.000,0.570,-0.403,45.002,2.613,23.090,-0.300,-0.083,-0.300,-498.862,-499.733,-498.862
1.617,-0.000,0.570,-0.403,45.002,2.611,23.090,-0.300,-0.083,-0.300,-498.862,-499.734,-498.862
1.621,-0.000,0.570,-0.403,45.002,2.609,23.090,-0.300,-0.083,-0.300,-498.862,-499.734,-498.862
1.625,-0.000,0.570,-0.403,45.002,2.607,23.090,-0.300,-0.083,-0.300,-498.862,-499.734,-498.862
1.629,-0.000,0.570,-0.403,45.002,2.605,23.090,-0.300,-0.083,-0.300,-498.862,-499.734,-498.862
1.633,-0.000,0.570,-0.403,45.002,2.603,23.090,-0.300,-0.083,-0.300,-498.862,-499.734,-498.862
1.637,-0.000,0.570,-0.403,45.002,2.601,23.090,-0.300,-0.083,-0.300,-498.862,-499.734,-498.862
1.642,-0.000,0.570,-0.403,45.002,2.599,23.090,-0.300,-0.083,-0.300,-498.862,-499.734,-498.862
1.646,-0.000,0.570,-0.403,45.002,2.597,23.090,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.650,-0.000,0.570,-0.403,45.002,2.595,23.090,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.654,-0.000,0.570,-0.403,45.002,2.594,23.090,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.658,-0.000,0.570,-0.403,45.002,2.592,23.090,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.662,-0.000,0.570,-0.403,45.002,2.590,23.090,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.667,-0.000,0.570,-0.403,45.002,2.588,23.091,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.671,-0.000,0.570,-0.403,45.002,2.586,23.091,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.675,-0.000,0.570,-0.403,45.002,2.584,23.091,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.679,-0.000,0.570,-0.403,45.002,2.582,23.091,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.683,-0.000,0.570,-0.403,45.002,2.580,23.091,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.688,-0.000,0.570,-0.403,45.002,2.579,23.091,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.692,-0.000,0.571,-0.403,45.002,2.577,23.091,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.696,-0.000,0.571,-0.403,45.002,2.575,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.700,-0.000,0.571,-0.403,45.002,2.573,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.704,-0.000,0.571,-0.403,45.002,2.571,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.708,-0.000,0.571,-0.403,45.002,2.570,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.712,-0.000,0.571,-0.403,45.002,2.568,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.717,-0.000,0.571,-0.403,45.002,2.566,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.721,-0.000,0.571,-0.403,45.002,2.564,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.725,-0.000,0.571,-0.403,45.002,2.563,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.729,-0.000,0.571,-0.403,45.002,2.561,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.733,-0.000,0.571,-0.403,45.002,2.559,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.738,-0.000,0.571,-0.403,45.002,2.558,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.742,-0.000,0.571,-0.403,45.002,2.556,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.746,-0.000,0.571,-0.403,45.002,2.554,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.750,-0.000,0.571,-0.403,45.002,2.553,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.754,-0.000,0.571,-0.403,45.002,2.551,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.758,-0.000,0.571,-0.403,45.002,2.549,23.091,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.762,-0.000,0.571,-0.403,45.002,2.548,23.092,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.767,-0.000,0.571,-0.403,45.002,2.546,23.092,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.771,-0.000,0.571,-0.403,45.002,2.544,23.092,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.775,-0.000,0.571,-0.403,45.002,2.543,23.092,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.779,-0.000,0.571,-0.403,45.002,2.541,23.092,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.783,-0.000,0.571,-0.403,45.002,2.540,23.092,-0.300,-0.082,-0.300,-498.862,-499.735,-498.862
1.787,-0.000,0.571,-0.403,45.002,2.538,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.792,-0.000,0.571,-0.403,45.002,2.537,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.796,-0.000,0.571,-0.403,45.002,2.535,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.800,-0.000,0.571,-0.403,45.002,2.534,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.804,-0.000,0.571,-0.403,45.002,2.532,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.808,-0.000,0.571,-0.403,45.002,2.531,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.812,-0.000,0.571,-0.403,45.002,2.529,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.817,-0.000,0.571,-0.403,45.002,2.528,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.821,-0.000,0.571,-0.403,45.002,2.526,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.825,-0.000,0.571,-0.403,45.002,2.525,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.829,-0.000,0.571,-0.403,45.002,2.523,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.833,-0.000,0.571,-0.403,45.002,2.522,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.837,-0.000,0.571,-0.403,45.002,2.520,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.842,-0.000,0.572,-0.403,45.002,2.519,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.846,-0.000,0.572,-0.403,45.002,2.517,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.850,-0.000,0.572,-0.403,45.002,2.516,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.854,-0.000,0.572,-0.403,45.002,2.515,23.092,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.858,-0.000,0.572,-0.403,45.002,2.513,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.863,-0.000,0.572,-0.403,45.002,2.512,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.867,-0.000,0.572,-0.403,45.002,2.511,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.871,-0.000,0.572,-0.403,45.002,2.509,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.875,-0.000,0.572,-0.403,45.002,2.508,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.879,-0.000,0.572,-0.403,45.002,2.506,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.883,-0.000,0.572,-0.403,45.002,2.505,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.887,-0.000,0.572,-0.403,45.002,2.504,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.892,-0.000,0.572,-0.403,45.002,2.502,23.093,-0.300,-0.082,-0.300,-498.862,-499.736,-498.862
1.896,-0.000,0.572,-0.403,45.002,2.501,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.900,-0.000,0.572,-0.403,45.002,2.500,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.904,-0.000,0.572,-0.403,45.002,2.499,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.908,-0.000,0.572,-0.403,45.002,2.497,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.912,-0.000,0.572,-0.403,45.002,2.496,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.917,-0.000,0.572,-0.403,45.002,2.495,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.921,-0.000,0.572,-0.403,45.002,2.493,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.925,-0.000,0.572,-0.403,45.002,2.492,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.929,-0.000,0.572,-0.403,45.002,2.491,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.933,-0.000,0.572,-0.403,45.002,2.490,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.938,-0.000,0.572,-0.403,45.002,2.489,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.942,-0.000,0.572,-0.403,45.002,2.487,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.946,-0.000,0.572,-0.403,45.002,2.486,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.950,-0.000,0.572,-0.403,45.002,2.485,23.093,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.954,-0.000,0.572,-0.403,45.002,2.484,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.958,-0.000,0.572,-0.403,45.002,2.483,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.962,-0.000,0.572,-0.403,45.002,2.481,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.967,-0.000,0.572,-0.403,45.002,2.480,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.971,-0.000,0.572,-0.403,45.002,2.479,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.975,-0.000,0.572,-0.403,45.002,2.478,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.979,-0.000,0.572,-0.403,45.002,2.477,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.983,-0.000,0.572,-0.403,45.002,2.476,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.988,-0.000,0.572,-0.403,45.002,2.474,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.992,-0.000,0.572,-0.403,45.002,2.473,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
1.996,-0.000,0.572,-0.403,45.002,2.472,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
2.000,-0.000,0.572,-0.403,45.002,2.471,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
2.004,-0.000,0.572,-0.403,45.002,2.470,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
2.008,-0.000,0.572,-0.403,45.002,2.469,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
2.013,-0.000,0.572,-0.403,45.002,2.468,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
2.017,-0.000,0.572,-0.403,45.002,2.467,23.094,-0.300,-0.082,-0.300,-498.862,-499.737,-498.862
2.021,-0.000,0.572,-0.403,45.002,2.466,23.094,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.025,-0.000,0.572,-0.403,45.002,2.465,23.094,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.029,-0.000,0.572,-0.403,45.002,2.464,23.094,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.033,-0.000,0.573,-0.403,45.002,2.463,23.094,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.038,-0.000,0.573,-0.403,45.002,2.461,23.094,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.042,-0.000,0.573,-0.403,45.002,2.460,23.094,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.046,-0.000,0.573,-0.403,45.002,2.459,23.094,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.050,-0.000,0.573,-0.403,45.002,2.458,23.094,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.054,-0.000,0.573,-0.403,45.002,2.457,23.095,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.058,-0.000,0.573,-0.403,45.002,2.456,23.095,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.062,-0.000,0.573,-0.403,45.002,2.455,23.095,-0.300,-0.082,-0.300,-498.862,-499.738,-498.862
2.067,-0.000,0.573,-0.403,45.002,2.454,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.071,-0.000,0.573,-0.403,45.002,2.453,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.075,-0.000,0.573,-0.403,45.002,2.452,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.079,-0.000,0.573,-0.403,45.002,2.451,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.083,-0.000,0.573,-0.403,45.002,2.450,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.087,-0.000,0.573,-0.403,45.002,2.449,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.092,-0.000,0.573,-0.403,45.002,2.449,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.096,-0.000,0.573,-0.403,45.002,2.448,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.100,-0.000,0.573,-0.403,45.002,2.447,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.104,-0.000,0.573,-0.403,45.002,2.446,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.108,-0.000,0.573,-0.403,45.002,2.445,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.112,-0.000,0.573,-0.403,45.002,2.444,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.117,-0.000,0.573,-0.403,45.002,2.443,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.121,-0.000,0.573,-0.403,45.002,2.442,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.125,-0.000,0.573,-0.403,45.002,2.441,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.129,-0.000,0.573,-0.403,45.002,2.440,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.133,-0.000,0.573,-0.403,45.002,2.439,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.138,-0.000,0.573,-0.403,45.002,2.438,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.142,-0.000,0.573,-0.403,45.002,2.438,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.146,-0.000,0.573,-0.403,45.002,2.437,23.095,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.150,-0.000,0.573,-0.403,45.002,2.436,23.096,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.154,-0.000,0.573,-0.403,45.002,2.435,23.096,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.158,-0.000,0.573,-0.403,45.002,2.434,23.096,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.163,-0.000,0.573,-0.403,45.002,2.433,23.096,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.167,-0.000,0.573,-0.403,45.002,2.432,23.096,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.171,-0.000,0.573,-0.403,45.002,2.431,23.096,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.175,-0.000,0.573,-0.403,45.002,2.431,23.096,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.179,-0.000,0.573,-0.403,45.002,2.430,23.096,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
2.183,-0.000,0.573,-0.403,45.002,2.429,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.188,-0.000,0.573,-0.403,45.002,2.428,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.192,-0.000,0.573,-0.403,45.002,2.427,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.196,-0.000,0.573,-0.403,45.002,2.427,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.200,-0.000,0.573,-0.403,45.002,2.426,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.204,-0.000,0.573,-0.403,45.002,2.425,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.208,-0.000,0.573,-0.403,45.002,2.424,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.212,-0.000,0.573,-0.403,45.002,2.423,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.217,-0.000,0.573,-0.403,45.002,2.423,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.221,-0.000,0.573,-0.403,45.002,2.422,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.225,-0.000,0.573,-0.403,45.002,2.421,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.229,-0.000,0.573,-0.403,45.002,2.420,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.233,-0.000,0.573,-0.403,45.002,2.419,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.237,-0.000,0.573,-0.403,45.002,2.419,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.242,-0.000,0.573,-0.403,45.002,2.418,23.096,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.246,-0.000,0.573,-0.403,45.002,2.417,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.250,-0.000,0.573,-0.403,45.002,2.416,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.254,-0.000,0.573,-0.403,45.002,2.416,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.258,-0.000,0.573,-0.403,45.002,2.415,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.263,-0.000,0.573,-0.403,45.002,2.414,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.267,-0.000,0.573,-0.403,45.002,2.414,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.271,-0.000,0.573,-0.403,45.002,2.413,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.275,-0.000,0.573,-0.403,45.002,2.412,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.279,-0.000,0.573,-0.403,45.002,2.411,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.283,-0.000,0.573,-0.403,45.002,2.411,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.288,-0.000,0.573,-0.403,45.002,2.410,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.292,-0.000,0.573,-0.403,45.002,2.409,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.296,-0.000,0.573,-0.403,45.002,2.409,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.300,-0.000,0.573,-0.403,45.002,2.408,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.304,-0.000,0.573,-0.403,45.002,2.407,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
2.308,-0.000,0.573,-0.403,45.002,2.407,23.097,-0.300,-0.081,-0.300,-498.862,-499.739,-498.862
