Time,Roll,Pitch,Yaw,ErrR,ErrP,ErrY,TrqX,TrqY,TrqZ,VelX,VelY,VelZ
8.333,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.338,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.342,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.346,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.350,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.354,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.358,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.363,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.367,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.371,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.375,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.379,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.383,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.387,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.392,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.396,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.400,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.404,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.408,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.412,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.417,-0.000,0.567,-0.379,45.002,2.805,21.723,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.421,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.425,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.429,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.433,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.438,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.442,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.446,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.450,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.454,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.458,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.463,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.467,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.471,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.475,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.479,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.483,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.488,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.492,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.496,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.500,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.504,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.508,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.512,-0.000,0.567,-0.379,45.002,2.805,21.724,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.517,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.521,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.525,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.529,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.533,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.537,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.542,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.546,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.550,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.554,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.558,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.562,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.567,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.571,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.575,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.579,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.583,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.588,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.592,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.596,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.600,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.604,-0.000,0.567,-0.379,45.002,2.805,21.725,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.608,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.613,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.617,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.621,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.625,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.629,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.633,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.637,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.642,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.646,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.650,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.654,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.658,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.662,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.667,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.671,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.675,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.679,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.683,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.688,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.692,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.696,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.700,-0.000,0.567,-0.379,45.002,2.805,21.726,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.704,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.708,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.713,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.717,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.721,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.725,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.729,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.733,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.738,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.742,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.746,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.750,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.754,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.758,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.762,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.767,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.771,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.775,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.779,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.783,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.787,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.792,-0.000,0.567,-0.379,45.002,2.805,21.727,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.796,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.800,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.804,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.808,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.812,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.817,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.821,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.825,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.829,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.833,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.838,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.842,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.846,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.850,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.854,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.858,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.863,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.867,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.871,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.875,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.879,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.883,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.887,-0.000,0.567,-0.379,45.002,2.805,21.728,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.892,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.896,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.900,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.904,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.908,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.912,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.917,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.921,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.925,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.929,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.933,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.938,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.942,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.946,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.950,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.954,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.958,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.963,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.967,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.971,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.975,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.979,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.983,-0.000,0.567,-0.379,45.002,2.805,21.729,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.988,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.992,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
8.996,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.000,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.004,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.008,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.012,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.017,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.021,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.025,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.029,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.033,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.037,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.042,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.046,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.050,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.054,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.058,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.062,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.067,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.071,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.075,-0.000,0.567,-0.379,45.002,2.805,21.730,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.079,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.083,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.088,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.092,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.096,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.100,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.104,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.108,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.113,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.117,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.121,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.125,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.129,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.133,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.137,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.142,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.146,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.150,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.154,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.158,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.162,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.167,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.171,-0.000,0.567,-0.379,45.002,2.805,21.731,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.175,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.179,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.183,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.188,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.192,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.196,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.200,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.204,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.208,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.213,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.217,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.221,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.225,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.229,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.233,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.238,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.242,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.246,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.250,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.254,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.258,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.262,-0.000,0.567,-0.379,45.002,2.805,21.732,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.267,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.271,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.275,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.279,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.283,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.287,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.292,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.296,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
